Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Charred Stone
appliedenergistics2:facade:0, Cable Facade - Charred Cobblestone
appliedenergistics2:facade:0, Cable Facade - Charred Gravel
appliedenergistics2:facade:0, Cable Facade - Ash
appliedenergistics2:facade:0, Cable Facade - Frozen Dirt
appliedenergistics2:facade:0, Cable Facade - Frozen Grass
appliedenergistics2:facade:0, Cable Facade - Frozen Stone
appliedenergistics2:facade:0, Cable Facade - Frozen Cobblestone
appliedenergistics2:facade:0, Cable Facade - Frozen Gravel
appliedenergistics2:facade:0, Cable Facade - Frozen Splinters
appliedenergistics2:facade:0, Cable Facade - Dragon Nest
appliedenergistics2:facade:0, Cable Facade - Desert Myrmex Resin
appliedenergistics2:facade:0, Cable Facade - Jungle Myrmex Resin
appliedenergistics2:facade:0, Cable Facade - Sticky Desert Myrmex Resin
appliedenergistics2:facade:0, Cable Facade - Sticky Jungle Myrmex Resin
appliedenergistics2:facade:0, Cable Facade - Hardened Desert Myrmex Resin
appliedenergistics2:facade:0, Cable Facade - Hardened Jungle Myrmex Resin
appliedenergistics2:facade:0, Cable Facade - Desert Myrmex Resin Glass
appliedenergistics2:facade:0, Cable Facade - Jungle Myrmex Resin Glass
appliedenergistics2:facade:0, Cable Facade - Fluix Coil Block
appliedenergistics2:facade:0, Cable Facade - Dense Fluix Coil Block
appliedenergistics2:facade:0, Cable Facade - Quartz Fiber Coil Block
appliedenergistics2:facade:0, Cable Facade - Refined Fiber Coil Block
appliedenergistics2:facade:0, Cable Facade - Mulch
appliedenergistics2:facade:0, Cable Facade - Brown Mulch
appliedenergistics2:facade:0, Cable Facade - Yellow Mulch
appliedenergistics2:facade:0, Cable Facade - Amber Mulch
appliedenergistics2:facade:0, Cable Facade - Ruby Mulch
appliedenergistics2:facade:0, Cable Facade - Red Mulch
appliedenergistics2:facade:0, Cable Facade - Black Mulch
appliedenergistics2:facade:0, Cable Facade - Blue Mulch
appliedenergistics2:facade:0, Cable Facade - Bricks Button
appliedenergistics2:facade:0, Cable Facade - Nether Brick Button
appliedenergistics2:facade:0, Cable Facade - Iron Spikes
appliedenergistics2:facade:0, Cable Facade - Wither Boss Death Muffler
appliedenergistics2:facade:0, Cable Facade - Ender Dragon Death Muffler
appliedenergistics2:facade:0, Cable Facade - Dark Oak Stone
appliedenergistics2:facade:0, Cable Facade - Entity Conveyor
appliedenergistics2:facade:0, Cable Facade - Redstone sensitive glass block (light emitting)
appliedenergistics2:facade:0, Cable Facade - Redstone sensitive glass block (white stained)
appliedenergistics2:facade:0, Cable Facade - Redstone sensitive glass block (red stained)
appliedenergistics2:facade:0, Cable Facade - Redstone sensitive glass block (green stained)
appliedenergistics2:facade:0, Cable Facade - Redstone sensitive glass block (blue stained)
appliedenergistics2:facade:0, Cable Facade - Redstone sensitive glass block (yellow stained)
appliedenergistics2:facade:0, Cable Facade - Redstone sensitive glass block (orange stained)
appliedenergistics2:facade:0, Cable Facade - Redstone sensitive glass block (magenta stained)
appliedenergistics2:facade:0, Cable Facade - Redstone sensitive glass block (light blue stained)
appliedenergistics2:facade:0, Cable Facade - Redstone sensitive glass block (lime stained)
appliedenergistics2:facade:0, Cable Facade - Redstone sensitive glass block (pink stained)
appliedenergistics2:facade:0, Cable Facade - Redstone sensitive glass block (gray stained)
appliedenergistics2:facade:0, Cable Facade - Redstone sensitive glass block (light gray stained)
appliedenergistics2:facade:0, Cable Facade - Redstone sensitive glass block (cyan stained)
appliedenergistics2:facade:0, Cable Facade - Redstone sensitive glass block (purple stained)
appliedenergistics2:facade:0, Cable Facade - Redstone sensitive glass block (brown stained)
appliedenergistics2:facade:0, Cable Facade - Redstone sensitive glass block (black stained)
appliedenergistics2:facade:0, Cable Facade - Redstone sensitive glass block (inverted, light emitting)
appliedenergistics2:facade:0, Cable Facade - Oak Trim
appliedenergistics2:facade:0, Cable Facade - Spruce Trim
appliedenergistics2:facade:0, Cable Facade - Birch Trim
appliedenergistics2:facade:0, Cable Facade - Jungle Trim
appliedenergistics2:facade:0, Cable Facade - Acacia Trim
appliedenergistics2:facade:0, Cable Facade - Dark Oak Trim
appliedenergistics2:facade:0, Cable Facade - tile.extra_trim.name
appliedenergistics2:facade:0, Cable Facade - tile.extra_trim.name
appliedenergistics2:facade:0, Cable Facade - tile.extra_trim.name
appliedenergistics2:facade:0, Cable Facade - tile.extra_trim.name
appliedenergistics2:facade:0, Cable Facade - tile.extra_trim.name
appliedenergistics2:facade:0, Cable Facade - tile.extra_trim.name
appliedenergistics2:facade:0, Cable Facade - tile.extra_trim.name
appliedenergistics2:facade:0, Cable Facade - tile.extra_trim.name
appliedenergistics2:facade:0, Cable Facade - tile.extra_trim.name
appliedenergistics2:facade:0, Cable Facade - tile.extra_trim.name
appliedenergistics2:facade:0, Cable Facade - tile.extra_trim.name
appliedenergistics2:facade:0, Cable Facade - tile.extra_trim.name
appliedenergistics2:facade:0, Cable Facade - tile.extra_trim.name
appliedenergistics2:facade:0, Cable Facade - tile.extra_trim.name
appliedenergistics2:facade:0, Cable Facade - tile.extra_trim.name
appliedenergistics2:facade:0, Cable Facade - tile.extra_trim.name
appliedenergistics2:facade:0, Cable Facade - tile.extra_trim.name
appliedenergistics2:facade:0, Cable Facade - Red Cedar Wood
appliedenergistics2:facade:0, Cable Facade - Stripped Red Cedar Wood
appliedenergistics2:facade:0, Cable Facade - Red Cedar Plank
appliedenergistics2:facade:0, Cable Facade - Red Cedar Leaves
appliedenergistics2:facade:0, Cable Facade - Single Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Double Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Quadruple Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Quintuple Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Sextuple Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Septuple Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Octuple Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Nonuple Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Decuple Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Single Compressed Stone
appliedenergistics2:facade:0, Cable Facade - Double Compressed Stone
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Stone
appliedenergistics2:facade:0, Cable Facade - Quadruple Compressed Stone
appliedenergistics2:facade:0, Cable Facade - Quintuple Compressed Stone
appliedenergistics2:facade:0, Cable Facade - Sextuple Compressed Stone
appliedenergistics2:facade:0, Cable Facade - Septuple Compressed Stone
appliedenergistics2:facade:0, Cable Facade - Octuple Compressed Stone
appliedenergistics2:facade:0, Cable Facade - Nonuple Compressed Stone
appliedenergistics2:facade:0, Cable Facade - Decuple Compressed Stone
appliedenergistics2:facade:0, Cable Facade - Single Compressed Gravel
appliedenergistics2:facade:0, Cable Facade - Double Compressed Gravel
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Gravel
appliedenergistics2:facade:0, Cable Facade - Quadruple Compressed Gravel
appliedenergistics2:facade:0, Cable Facade - Quintuple Compressed Gravel
appliedenergistics2:facade:0, Cable Facade - Sextuple Compressed Gravel
appliedenergistics2:facade:0, Cable Facade - Septuple Compressed Gravel
appliedenergistics2:facade:0, Cable Facade - Octuple Compressed Gravel
appliedenergistics2:facade:0, Cable Facade - Nonuple Compressed Gravel
appliedenergistics2:facade:0, Cable Facade - Decuple Compressed Gravel
appliedenergistics2:facade:0, Cable Facade - Single Compressed Dirt
appliedenergistics2:facade:0, Cable Facade - Double Compressed Dirt
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Dirt
appliedenergistics2:facade:0, Cable Facade - Quadruple Compressed Dirt
appliedenergistics2:facade:0, Cable Facade - Quintuple Compressed Dirt
appliedenergistics2:facade:0, Cable Facade - Sextuple Compressed Dirt
appliedenergistics2:facade:0, Cable Facade - Septuple Compressed Dirt
appliedenergistics2:facade:0, Cable Facade - Octuple Compressed Dirt
appliedenergistics2:facade:0, Cable Facade - Nonuple Compressed Dirt
appliedenergistics2:facade:0, Cable Facade - Decuple Compressed Dirt
appliedenergistics2:facade:0, Cable Facade - Single Compressed Clay
appliedenergistics2:facade:0, Cable Facade - Double Compressed Clay
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Clay
appliedenergistics2:facade:0, Cable Facade - Quadruple Compressed Clay
appliedenergistics2:facade:0, Cable Facade - Quintuple Compressed Clay
appliedenergistics2:facade:0, Cable Facade - Sextuple Compressed Clay
appliedenergistics2:facade:0, Cable Facade - Septuple Compressed Clay
appliedenergistics2:facade:0, Cable Facade - Octuple Compressed Clay
appliedenergistics2:facade:0, Cable Facade - Nonuple Compressed Clay
appliedenergistics2:facade:0, Cable Facade - Decuple Compressed Clay
appliedenergistics2:facade:0, Cable Facade - Single Compressed Flint
appliedenergistics2:facade:0, Cable Facade - Double Compressed Flint
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Flint
appliedenergistics2:facade:0, Cable Facade - Single Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Double Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Quadruple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Quintuple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Sextuple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Septuple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Octuple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Nonuple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Decuple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Single Compressed Soul Sand
appliedenergistics2:facade:0, Cable Facade - Double Compressed Soul Sand
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Soul Sand
appliedenergistics2:facade:0, Cable Facade - Quadruple Compressed Soul Sand
appliedenergistics2:facade:0, Cable Facade - Quintuple Compressed Soul Sand
appliedenergistics2:facade:0, Cable Facade - Sextuple Compressed Soul Sand
appliedenergistics2:facade:0, Cable Facade - Septuple Compressed Soul Sand
appliedenergistics2:facade:0, Cable Facade - Octuple Compressed Soul Sand
appliedenergistics2:facade:0, Cable Facade - Nonuple Compressed Soul Sand
appliedenergistics2:facade:0, Cable Facade - Decuple Compressed Soul Sand
appliedenergistics2:facade:0, Cable Facade - Single Compressed End Stone
appliedenergistics2:facade:0, Cable Facade - Double Compressed End Stone
appliedenergistics2:facade:0, Cable Facade - Triple Compressed End Stone
appliedenergistics2:facade:0, Cable Facade - Quadruple Compressed End Stone
appliedenergistics2:facade:0, Cable Facade - Quintuple Compressed End Stone
appliedenergistics2:facade:0, Cable Facade - Sextuple Compressed End Stone
appliedenergistics2:facade:0, Cable Facade - Septuple Compressed End Stone
appliedenergistics2:facade:0, Cable Facade - Octuple Compressed End Stone
appliedenergistics2:facade:0, Cable Facade - Nonuple Compressed End Stone
appliedenergistics2:facade:0, Cable Facade - Decuple Compressed End Stone
appliedenergistics2:facade:0, Cable Facade - Cinnamon Wood
appliedenergistics2:facade:0, Cable Facade - Maple Wood
appliedenergistics2:facade:0, Cable Facade - Paperbark Wood
appliedenergistics2:facade:0, Cable Facade - Well
appliedenergistics2:facade:0, Cable Facade - Beehive
appliedenergistics2:facade:0, Cable Facade - Honey Block
appliedenergistics2:facade:0, Cable Facade - Honeycomb Block
appliedenergistics2:facade:0, Cable Facade - Pressed Wax Block
appliedenergistics2:facade:0, Cable Facade - Waxcomb Block
appliedenergistics2:facade:0, Cable Facade - Wool (Dorset, Brown)
appliedenergistics2:facade:0, Cable Facade - Wool (Friesian, Black)
appliedenergistics2:facade:0, Cable Facade - Wool (Friesian, Brown)
appliedenergistics2:facade:0, Cable Facade - Wool (Jacob)
appliedenergistics2:facade:0, Cable Facade - Wool (Merino, Brown)
appliedenergistics2:facade:0, Cable Facade - Wool (Merino, White)
appliedenergistics2:facade:0, Cable Facade - Wool (Suffolk, Brown)
appliedenergistics2:facade:0, Cable Facade - Black Decay
appliedenergistics2:facade:0, Cable Facade - Crystal
appliedenergistics2:facade:0, Cable Facade - Rose Gold Block
appliedenergistics2:facade:0, Cable Facade - Rose Gold Ore
appliedenergistics2:facade:0, Cable Facade - Villager Spawner
appliedenergistics2:facade:0, Cable Facade - Huge Baffle Cap Stem
appliedenergistics2:facade:0, Cable Facade - Huge Baffle Cap
appliedenergistics2:facade:0, Cable Facade - Elemental Soil
appliedenergistics2:facade:0, Cable Facade - Caelic Soil
appliedenergistics2:facade:0, Cable Facade - Aqueous Soil
appliedenergistics2:facade:0, Cable Facade - Magmatic Soil
appliedenergistics2:facade:0, Cable Facade - Terran Soil
appliedenergistics2:facade:0, Cable Facade - Runestone
appliedenergistics2:facade:0, Cable Facade - Runestone Brick
appliedenergistics2:facade:0, Cable Facade - Runestone Brick
appliedenergistics2:facade:0, Cable Facade - Chiseled Runestone
appliedenergistics2:facade:0, Cable Facade - Sure-Footed Stone
appliedenergistics2:facade:0, Cable Facade - Wildwood Planks
appliedenergistics2:facade:0, Cable Facade - Thatch
appliedenergistics2:facade:0, Cable Facade - Block of Amethyst
appliedenergistics2:facade:0, Cable Facade - Amethyst Ore
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:encoded_pattern, Encoded Pattern
appliedenergistics2:dummy_fluid_item, item.appliedenergistics2.dummy_fluid_item.name
appliedenergistics2:material:28, Advanced Card
appliedenergistics2:material:44, Annihilation Core
appliedenergistics2:material:25, Basic Card
appliedenergistics2:material:52, Blank Pattern
appliedenergistics2:material:23, Calculation Processor
appliedenergistics2:material:13, Inscriber Calculation Press
appliedenergistics2:material:16, Printed Calculation Circuit
appliedenergistics2:material:27, Capacity Card
appliedenergistics2:material:53, Crafting Card
appliedenergistics2:material:29, Fuzzy Card
appliedenergistics2:material:31, Inverter Card
appliedenergistics2:material:26, Redstone Card
appliedenergistics2:material:30, Acceleration Card
appliedenergistics2:material:37, 16k ME Storage Component
appliedenergistics2:material:35, 1k ME Storage Component
appliedenergistics2:material:36, 4k ME Storage Component
appliedenergistics2:material:38, 64k ME Storage Component
appliedenergistics2:material:0, Certus Quartz Crystal
appliedenergistics2:material:1, Charged Certus Quartz Crystal
appliedenergistics2:material:2, Certus Quartz Dust
appliedenergistics2:material:39, ME Storage Housing
appliedenergistics2:material:46, Ender Dust
appliedenergistics2:material:24, Engineering Processor
appliedenergistics2:material:14, Inscriber Engineering Press
appliedenergistics2:material:17, Printed Engineering Circuit
appliedenergistics2:material:56, 16k ME Fluid Storage Component
appliedenergistics2:material:54, 1k ME Fluid Storage Component
appliedenergistics2:material:55, 4k ME Fluid Storage Component
appliedenergistics2:material:57, 64k ME Fluid Storage Component
appliedenergistics2:material:7, Fluix Crystal
appliedenergistics2:material:8, Fluix Dust
appliedenergistics2:material:9, Fluix Pearl
appliedenergistics2:material:43, Formation Core
appliedenergistics2:material:51, Gold Dust
appliedenergistics2:material:49, Iron Dust
appliedenergistics2:material:22, Logic Processor
appliedenergistics2:material:15, Inscriber Logic Press
appliedenergistics2:material:18, Printed Logic Circuit
appliedenergistics2:material:6, Matter Ball
appliedenergistics2:material:21, Inscriber Name Press
appliedenergistics2:material:3, Nether Quartz Dust
appliedenergistics2:material:10, Pure Certus Quartz Crystal
appliedenergistics2:material:12, Pure Fluix Crystal
appliedenergistics2:material:11, Pure Nether Quartz Crystal
appliedenergistics2:material:48, Quantum Entangled Singularity
appliedenergistics2:material:5, Silicon
appliedenergistics2:material:19, Inscriber Silicon Press
appliedenergistics2:material:20, Printed Silicon
appliedenergistics2:material:47, Singularity
appliedenergistics2:material:45, Sky Stone Dust
appliedenergistics2:material:41, Wireless Receiver
appliedenergistics2:material:42, Wireless Booster
appliedenergistics2:material:40, Wooden Gear
appliedenergistics2:part:300, ME Annihilation Plane
appliedenergistics2:part:120, Cable Anchor
appliedenergistics2:part:20, ME Covered Cable - White
appliedenergistics2:part:21, ME Covered Cable - Orange
appliedenergistics2:part:22, ME Covered Cable - Magenta
appliedenergistics2:part:23, ME Covered Cable - Light Blue
appliedenergistics2:part:24, ME Covered Cable - Yellow
appliedenergistics2:part:25, ME Covered Cable - Lime
appliedenergistics2:part:26, ME Covered Cable - Pink
appliedenergistics2:part:27, ME Covered Cable - Gray
appliedenergistics2:part:28, ME Covered Cable - Light Gray
appliedenergistics2:part:29, ME Covered Cable - Cyan
appliedenergistics2:part:30, ME Covered Cable - Purple
appliedenergistics2:part:31, ME Covered Cable - Blue
appliedenergistics2:part:32, ME Covered Cable - Brown
appliedenergistics2:part:33, ME Covered Cable - Green
appliedenergistics2:part:34, ME Covered Cable - Red
appliedenergistics2:part:35, ME Covered Cable - Black
appliedenergistics2:part:36, ME Covered Cable - Fluix
appliedenergistics2:part:500, ME Dense Covered Cable - White
appliedenergistics2:part:501, ME Dense Covered Cable - Orange
appliedenergistics2:part:502, ME Dense Covered Cable - Magenta
appliedenergistics2:part:503, ME Dense Covered Cable - Light Blue
appliedenergistics2:part:504, ME Dense Covered Cable - Yellow
appliedenergistics2:part:505, ME Dense Covered Cable - Lime
appliedenergistics2:part:506, ME Dense Covered Cable - Pink
appliedenergistics2:part:507, ME Dense Covered Cable - Gray
appliedenergistics2:part:508, ME Dense Covered Cable - Light Gray
appliedenergistics2:part:509, ME Dense Covered Cable - Cyan
appliedenergistics2:part:510, ME Dense Covered Cable - Purple
appliedenergistics2:part:511, ME Dense Covered Cable - Blue
appliedenergistics2:part:512, ME Dense Covered Cable - Brown
appliedenergistics2:part:513, ME Dense Covered Cable - Green
appliedenergistics2:part:514, ME Dense Covered Cable - Red
appliedenergistics2:part:515, ME Dense Covered Cable - Black
appliedenergistics2:part:516, ME Dense Covered Cable - Fluix
appliedenergistics2:part:60, ME Dense Smart Cable - White
appliedenergistics2:part:61, ME Dense Smart Cable - Orange
appliedenergistics2:part:62, ME Dense Smart Cable - Magenta
appliedenergistics2:part:63, ME Dense Smart Cable - Light Blue
appliedenergistics2:part:64, ME Dense Smart Cable - Yellow
appliedenergistics2:part:65, ME Dense Smart Cable - Lime
appliedenergistics2:part:66, ME Dense Smart Cable - Pink
appliedenergistics2:part:67, ME Dense Smart Cable - Gray
appliedenergistics2:part:68, ME Dense Smart Cable - Light Gray
appliedenergistics2:part:69, ME Dense Smart Cable - Cyan
appliedenergistics2:part:70, ME Dense Smart Cable - Purple
appliedenergistics2:part:71, ME Dense Smart Cable - Blue
appliedenergistics2:part:72, ME Dense Smart Cable - Brown
appliedenergistics2:part:73, ME Dense Smart Cable - Green
appliedenergistics2:part:74, ME Dense Smart Cable - Red
appliedenergistics2:part:75, ME Dense Smart Cable - Black
appliedenergistics2:part:76, ME Dense Smart Cable - Fluix
appliedenergistics2:part:0, ME Glass Cable - White
appliedenergistics2:part:1, ME Glass Cable - Orange
appliedenergistics2:part:2, ME Glass Cable - Magenta
appliedenergistics2:part:3, ME Glass Cable - Light Blue
appliedenergistics2:part:4, ME Glass Cable - Yellow
appliedenergistics2:part:5, ME Glass Cable - Lime
appliedenergistics2:part:6, ME Glass Cable - Pink
appliedenergistics2:part:7, ME Glass Cable - Gray
appliedenergistics2:part:8, ME Glass Cable - Light Gray
appliedenergistics2:part:9, ME Glass Cable - Cyan
appliedenergistics2:part:10, ME Glass Cable - Purple
appliedenergistics2:part:11, ME Glass Cable - Blue
appliedenergistics2:part:12, ME Glass Cable - Brown
appliedenergistics2:part:13, ME Glass Cable - Green
appliedenergistics2:part:14, ME Glass Cable - Red
appliedenergistics2:part:15, ME Glass Cable - Black
appliedenergistics2:part:16, ME Glass Cable - Fluix
appliedenergistics2:part:40, ME Smart Cable - White
appliedenergistics2:part:41, ME Smart Cable - Orange
appliedenergistics2:part:42, ME Smart Cable - Magenta
appliedenergistics2:part:43, ME Smart Cable - Light Blue
appliedenergistics2:part:44, ME Smart Cable - Yellow
appliedenergistics2:part:45, ME Smart Cable - Lime
appliedenergistics2:part:46, ME Smart Cable - Pink
appliedenergistics2:part:47, ME Smart Cable - Gray
appliedenergistics2:part:48, ME Smart Cable - Light Gray
appliedenergistics2:part:49, ME Smart Cable - Cyan
appliedenergistics2:part:50, ME Smart Cable - Purple
appliedenergistics2:part:51, ME Smart Cable - Blue
appliedenergistics2:part:52, ME Smart Cable - Brown
appliedenergistics2:part:53, ME Smart Cable - Green
appliedenergistics2:part:54, ME Smart Cable - Red
appliedenergistics2:part:55, ME Smart Cable - Black
appliedenergistics2:part:56, ME Smart Cable - Fluix
appliedenergistics2:part:420, ME Conversion Monitor
appliedenergistics2:part:360, ME Crafting Terminal
appliedenergistics2:part:200, Dark Illuminated Panel
appliedenergistics2:part:260, ME Export Bus
appliedenergistics2:part:302, ME Fluid Annihilation Plane
appliedenergistics2:part:261, ME Fluid Export Bus
appliedenergistics2:part:321, ME Fluid Formation Plane
appliedenergistics2:part:241, ME Fluid Import Bus
appliedenergistics2:part:441, ME Fluid Interface
appliedenergistics2:part:281, ME Fluid Level Emitter
appliedenergistics2:part:221, ME Fluid Storage Bus
appliedenergistics2:part:520, ME Fluid Terminal
appliedenergistics2:part:320, ME Formation Plane
appliedenergistics2:part:301, ME Identity Annihilation Plane
appliedenergistics2:part:240, ME Import Bus
appliedenergistics2:part:440, ME Interface
appliedenergistics2:part:480, ME Interface Terminal
appliedenergistics2:part:100, ME Inverted Toggle Bus
appliedenergistics2:part:280, ME Level Emitter
appliedenergistics2:part:160, Bright Illuminated Panel
appliedenergistics2:part:469, P2P Tunnel - FE
appliedenergistics2:part:463, P2P Tunnel - Fluid
appliedenergistics2:part:462, P2P Tunnel - Item
appliedenergistics2:part:467, P2P Tunnel - Light
appliedenergistics2:part:460, P2P Tunnel - ME
appliedenergistics2:part:461, P2P Tunnel - Redstone
appliedenergistics2:part:340, ME Pattern Terminal
appliedenergistics2:part:140, Quartz Fiber
appliedenergistics2:part:180, Illuminated Panel
appliedenergistics2:part:220, ME Storage Bus
appliedenergistics2:part:400, ME Storage Monitor
appliedenergistics2:part:380, ME Terminal
appliedenergistics2:part:80, ME Toggle Bus
artisanworktables:worktable:0, Tailor's Worktable
artisanworktables:worktable:1, Carpenter's Worktable
artisanworktables:worktable:2, Mason's Worktable
artisanworktables:worktable:3, Blacksmith's Worktable
artisanworktables:worktable:4, Jeweler's Worktable
artisanworktables:worktable:5, Basic Worktable
artisanworktables:worktable:6, Engineer's Worktable
artisanworktables:worktable:7, Mage's Worktable
artisanworktables:worktable:8, Scribe's Worktable
artisanworktables:worktable:9, Chemist's Worktable
artisanworktables:worktable:10, Farmer's Worktable
artisanworktables:worktable:11, Chef's Worktable
artisanworktables:worktable:12, Designer's Worktable
artisanworktables:worktable:13, Tanner's Worktable
artisanworktables:worktable:14, Potter's Worktable
artisanworktables:workstation:0, Tailor's Workstation
artisanworktables:workstation:1, Carpenter's Workstation
artisanworktables:workstation:2, Mason's Workstation
artisanworktables:workstation:3, Blacksmith's Workstation
artisanworktables:workstation:4, Jeweler's Workstation
artisanworktables:workstation:5, Basic Workstation
artisanworktables:workstation:6, Engineer's Workstation
artisanworktables:workstation:7, Mage's Workstation
artisanworktables:workstation:8, Scribe's Workstation
artisanworktables:workstation:9, Chemist's Workstation
artisanworktables:workstation:10, Farmer's Workstation
artisanworktables:workstation:11, Chef's Workstation
artisanworktables:workstation:12, Designer's Workstation
artisanworktables:workstation:13, Tanner's Workstation
artisanworktables:workstation:14, Potter's Workstation
artisanworktables:design_pattern, item.artisanworktables.design.pattern.name
artisanworktables:artisans_cutters_flint, Artisan's %s Cutters
artisanworktables:artisans_cutters_iron, Artisan's %s Cutters
artisanworktables:artisans_cutters_gold, Artisan's %s Cutters
artisanworktables:artisans_cutters_diamond, Artisan's %s Cutters
artisanworktables:artisans_cutters_bone, Artisan's %s Cutters
artisanworktables:artisans_cutters_bronze, Artisan's %s Cutters
artisanworktables:artisans_cutters_copper, Artisan's %s Cutters
artisanworktables:artisans_cutters_electrum, Artisan's %s Cutters
artisanworktables:artisans_cutters_invar, Artisan's %s Cutters
artisanworktables:artisans_cutters_platinum, Artisan's %s Cutters
artisanworktables:artisans_cutters_silver, Artisan's %s Cutters
artisanworktables:artisans_cutters_steel, Artisan's %s Cutters
artisanworktables:artisans_beaker_flint, Artisan's %s Beaker
artisanworktables:artisans_beaker_iron, Artisan's %s Beaker
artisanworktables:artisans_beaker_gold, Artisan's %s Beaker
artisanworktables:artisans_beaker_diamond, Artisan's %s Beaker
artisanworktables:artisans_beaker_bone, Artisan's %s Beaker
artisanworktables:artisans_beaker_bronze, Artisan's %s Beaker
artisanworktables:artisans_beaker_copper, Artisan's %s Beaker
artisanworktables:artisans_beaker_electrum, Artisan's %s Beaker
artisanworktables:artisans_beaker_invar, Artisan's %s Beaker
artisanworktables:artisans_beaker_platinum, Artisan's %s Beaker
artisanworktables:artisans_beaker_silver, Artisan's %s Beaker
artisanworktables:artisans_beaker_steel, Artisan's %s Beaker
artisanworktables:artisans_driver_flint, Artisan's %s Driver
artisanworktables:artisans_driver_iron, Artisan's %s Driver
artisanworktables:artisans_driver_gold, Artisan's %s Driver
artisanworktables:artisans_driver_diamond, Artisan's %s Driver
artisanworktables:artisans_driver_bone, Artisan's %s Driver
artisanworktables:artisans_driver_bronze, Artisan's %s Driver
artisanworktables:artisans_driver_copper, Artisan's %s Driver
artisanworktables:artisans_driver_electrum, Artisan's %s Driver
artisanworktables:artisans_driver_invar, Artisan's %s Driver
artisanworktables:artisans_driver_platinum, Artisan's %s Driver
artisanworktables:artisans_driver_silver, Artisan's %s Driver
artisanworktables:artisans_driver_steel, Artisan's %s Driver
artisanworktables:artisans_spanner_flint, Artisan's %s Spanner
artisanworktables:artisans_spanner_iron, Artisan's %s Spanner
artisanworktables:artisans_spanner_gold, Artisan's %s Spanner
artisanworktables:artisans_spanner_diamond, Artisan's %s Spanner
artisanworktables:artisans_spanner_bone, Artisan's %s Spanner
artisanworktables:artisans_spanner_bronze, Artisan's %s Spanner
artisanworktables:artisans_spanner_copper, Artisan's %s Spanner
artisanworktables:artisans_spanner_electrum, Artisan's %s Spanner
artisanworktables:artisans_spanner_invar, Artisan's %s Spanner
artisanworktables:artisans_spanner_platinum, Artisan's %s Spanner
artisanworktables:artisans_spanner_silver, Artisan's %s Spanner
artisanworktables:artisans_spanner_steel, Artisan's %s Spanner
artisanworktables:artisans_lens_flint, Artisan's %s Lens
artisanworktables:artisans_lens_iron, Artisan's %s Lens
artisanworktables:artisans_lens_gold, Artisan's %s Lens
artisanworktables:artisans_lens_diamond, Artisan's %s Lens
artisanworktables:artisans_lens_bone, Artisan's %s Lens
artisanworktables:artisans_lens_bronze, Artisan's %s Lens
artisanworktables:artisans_lens_copper, Artisan's %s Lens
artisanworktables:artisans_lens_electrum, Artisan's %s Lens
artisanworktables:artisans_lens_invar, Artisan's %s Lens
artisanworktables:artisans_lens_platinum, Artisan's %s Lens
artisanworktables:artisans_lens_silver, Artisan's %s Lens
artisanworktables:artisans_lens_steel, Artisan's %s Lens
artisanworktables:artisans_gemcutter_flint, Artisan's %s Gemcutter
artisanworktables:artisans_gemcutter_iron, Artisan's %s Gemcutter
artisanworktables:artisans_gemcutter_gold, Artisan's %s Gemcutter
